SKU,Start Date,Sales Quantity
CHAIR-ALBB-YY4560-GRE,2023-09-04,0
CHAIR-ALBB-YY4560-PNK,2023-09-04,0
CHAIR-ALBB-YY4560-BLU,2023-09-04,0
CHAIR-ALBB-YY4560-WHT,2023-09-04,0
CHAIR-ALBB-YY6580-GRE,2023-09-04,0
CHAIR-ALBB-YY6580-PNK,2023-09-04,0
CHAIR-ALBB-YY6580-BLU,2023-09-04,0
CHAIR-ALBB-YY6580-WHT,2023-09-04,0
CHAIR-ALBB-B80-LGRY,2023-09-04,0
CHAIR-ALBB-B80-ORG,2023-09-04,0
CHAIR-ALBB-B80-LBRN,2023-09-04,0
CHAIR-ALBB-B80-KHAKI,2023-09-04,0
CHAIR-ALBB-B80-BLU,2023-09-04,0
CHAIR-ALBB-B80-RED,2023-09-04,0
CHAIR-ALBB-B80DRB-KHAKI,2023-09-04,0
CHAIR-ALBB-B80DRB-BEIGE,2023-09-04,0
CHAIR-ALBB-B80DRB-ORG,2023-09-04,0
SOFA-ALBB-AF3-GRY,2023-09-04,0
SOFA-ALBB-SJ3-WHT,2023-09-04,0
TTABLE-ALBB-A096-WHT,2023-09-04,0
TTABLE-ALBB-A094-WHT,2023-09-04,0
LIGHT-ALBB-YF357A-GOLD,2023-09-04,0
LIGHT-ALBB-YF357B-GOLD,2023-09-04,0
LIGHT-ALBB-YF167S-GOLD,2023-09-04,0
LIGHT-ALBB-YF167L-GOLD,2023-09-04,0
LIGHT-ALBB-YF115-GOLD,2023-09-04,0
LIGHT-ALBB-YF249-GOLD,2023-09-04,0
LIGHT-ALBB-YF250-GOLD,2023-09-04,0
LIGHT-ALBB-YF271-GOLD,2023-09-04,0
LIGHT-ALBB-YF278-GOLD,2023-09-04,0
DH13-AK,2023-09-05,0
DH13-UG-AK-OB,2023-09-05,0
MDF3IN106-JXY-5001-BRED,2023-09-05,0
MC-KPR-MCA8-WHT,2023-09-05,0
ESCOT-SA-A11E-BLK,2023-09-05,0
MDF07FOLDGRE-AK,2023-09-05,0
MDF07FOLDBLK-AK,2023-09-05,0
SOFA-ALBB-QS06-BLU,2023-09-05,0
SOFA-ALBB-QS06-RED,2023-09-05,0
SOFA-ALBB-QS06-COF,2023-09-05,0
CHAIR-ALBB-LDLIFT-LGRY,2023-09-05,0
CHAIR-ALBB-LDLIFT-ORG,2023-09-05,0
CHAIR-ALBB-LDLIFT-BLU,2023-09-05,0
CHAIR-ALBB-WMH79CM-WHTORG,2023-09-05,0
CHAIR-ALBB-WMH79CM-ORGGRY,2023-09-05,0
CHAIR-ALBB-WMH79CM-BLK,2023-09-05,0
MCAB-ALBB-ZYL1M-BLK,2023-09-05,0
SOFA-ALBB-XMY01-BLK,2023-09-05,0
SOFA-ALBB-XMY01-GRE,2023-09-05,0
SOFA-ALBB-XMY01-BLU,2023-09-05,0
SOFA-ALBB-WX01-WHT,2023-09-05,0
SOFA-ALBB-XSG3-COF,2023-09-05,0
SOFA-ALBB-HZ01-PNK,2023-09-05,0
SOFA-ALBB-HZ01-LGRY,2023-09-05,0
SOFA-ALBB-YZ-BEIGE,2023-09-05,0
SOFA-ALBB-YZ-DGRY,2023-09-05,0
SOFA-ALBB-OYML250CM-WHT,2023-09-05,0
SOFA-ALBB-OYML250CM-BLK,2023-09-05,0
SOFA-ALBB-OYM01-WHT,2023-09-05,0
SOFA-ALBB-OYM01-BLK,2023-09-05,0
SOFA-ALBB-LL01-LGRY,2023-09-05,0
SOFA-ALBB-LL03-LGRY,2023-09-05,0
SOFA-ALBB-YYC01-BEIGE,2023-09-05,0
SOFA-ALBB-YYC03-BEIGE,2023-09-05,0
SOFA-ALBB-YYC03-GYRBLU,2023-09-05,0
CHAIR-ALBB-BSN-LGRY,2023-09-05,0
SOFA-ALBB-LY03-WHT,2023-09-05,0
BIKE-SPIN-AOXIN-S500-HRATE-WHT,2023-09-05,1
